Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,1,1,11,1,1,3,10,22,9,13,1,0,0,1,0,0,21,0,2,6,5,4,13.1677179671646,0,0,9,7,2,11.4219741818722,0,8.9,2.6,-0.92
1,8,1,9,1,1,1,7,34,5,18,0,0,0,1,1,0,23,0,2,9,17,0,13.9684873846381,0,0,8,12,2,5.65079929479594,0,10.8,3.7,-1.7
1,8,1,16,1,1,2,12,7,9,10,1,0,0,1,1,1,17,0,0,2,12,7,6.05886526126965,1,0,6,4,6,11.7595175881035,0,9.4,-0.3,-1.7
1,12,1,14,1,1,1,3,1,3,4,0,0,0,1,1,0,34,0,1,5,5,12,10.4665042126658,0,0,5,7,0,12.408925500054,0,12.4,-0.8,1.79
1,1,2,6,1,1,2,14,9,9,12,1,0,0,0,0,0,17,0,1,3,4,3,13.7117286702378,0,0,5,10,8,2.13175277878501,0,13.9,0.6,1.79
1,1,1,9,1,3,4,9,34,10,12,0,0,0,1,1,0,36,0,0,4,12,4,8.65069744070182,0,0,5,11,5,15.2251800066048,0,9.4,2.8,3.51
1,8,1,11,1,1,1,14,18,6,13,1,0,1,1,0,0,26,0,0,6,9,5,7.62153036044588,1,0,9,12,3,7.55917210875685,0,16.2,1.4,-1.7
1,1,1,5,1,1,2,13,9,11,11,0,0,0,0,0,0,28,0,4,5,0,9,12.203225537719,0,0,3,8,5,12.1323768188381,0,10.8,0.6,0.79
1,1,2,12,0,1,1,23,13,3,14,1,0,0,1,1,0,21,0,0,6,9,3,2.88045993555934,0,0,5,8,3,3.24787486139922,0,8.9,0.5,2.02
1,1,1,11,1,3,2,1,34,12,22,1,0,0,1,1,0,33,0,6,7,5,6,13.1697681962064,0,0,4,4,1,9.19446456434045,0,15.5,1.4,3.51
1,1,4,6,1,1,1,24,19,7,13,0,0,0,1,1,0,24,0,1,5,9,0,4.63111872696619,0,4,8,7,7,2.74120794965136,2,10.8,0.6,0.79
1,16,1,12,0,1,1,25,9,11,10,1,0,0,1,0,1,28,0,0,3,10,6,6.10918816312988,0,0,5,8,5,15.4567659015311,0,16.2,1.4,-4.06
1,14,4,10,1,1,1,10,19,8,14,0,0,1,1,1,0,34,0,3,6,3,5,16.9802084151376,0,0,6,4,5,9.55863079119091,0,15.5,2.6,-0.92
1,8,2,16,1,1,1,19,7,8,4,1,0,1,0,0,0,17,0,0,7,3,4,10.6525736056575,0,0,9,1,4,2.62347326295639,0,13.9,-0.3,1.79
1,14,1,2,1,3,1,18,1,1,14,1,0,0,1,0,1,29,0,1,4,9,4,5.36930431523182,1,0,8,5,4,18.5714285714286,3,7.6,2.8,-1.7
2,1,1,11,1,1,5,2,19,3,7,1,0,0,1,0,0,31,0,2,7,0,2,6.49227654115717,0,0,7,0,6,4.26641100006961,0,12.7,1.4,0.32
1,8,2,6,0,12,3,14,22,4,7,0,0,0,1,0,0,17,0,1,10,13,4,5.09322822413749,0,0,4,12,5,18.5714285714286,0,11.1,-0.3,2.02
1,15,3,5,1,1,2,7,34,13,11,0,0,0,1,0,0,17,0,0,9,5,10,16.3057818158826,0,0,7,1,0,3.46575910932635,0,16.2,3.7,3.51
1,9,1,4,0,1,3,1,34,7,9,1,0,0,0,1,1,32,0,0,6,5,10,7.81155003235209,0,1,8,5,4,0,0,8.9,2.6,-3.12
1,1,1,6,0,1,1,3,16,1,11,1,0,0,1,0,0,33,0,4,3,1,4,18.875,0,0,6,0,2,9.91234372790363,0,16.2,-0.8,-0.92
1,1,1,2,1,1,1,6,22,10,10,1,0,1,1,1,0,21,0,0,12,4,7,18.875,0,0,4,1,1,13.2175537241525,0,9.4,2.8,0.79
1,1,6,7,1,1,1,12,29,5,7,1,0,0,1,0,0,22,0,2,4,13,8,15.7819284762769,0,0,3,4,6,14.9628071105677,0,15.5,0.5,3.51
1,14,1,14,0,1,1,12,14,4,9,0,0,0,1,1,1,25,0,2,12,11,0,11.8107478901796,0,0,1,16,6,8.35920736961529,0,12.4,2.6,-3.12
1,12,6,14,1,1,2,29,3,8,10,1,0,0,1,0,1,31,0,0,2,15,2,16.2257279010134,1,0,2,5,7,6.03719735538167,0,15.5,0.6,-1.7
1,1,1,12,1,1,1,10,4,6,13,1,0,0,1,0,0,27,0,2,12,9,8,11.1771591292318,0,0,2,10,11,16.3322109335865,0,10.8,1.4,-3.12
1,15,2,10,1,1,2,8,11,7,3,0,0,0,1,0,0,17,0,0,11,7,13,9.84372634262641,2,5,6,10,0,17.872226766368,0,7.6,2.8,1.74
1,1,1,2,1,1,1,2,1,8,7,1,0,0,1,0,0,24,0,1,6,4,11,16.2217545694742,0,0,7,7,3,18.5714285714286,0,12.7,0.5,0.32
1,1,1,4,1,1,2,1,10,9,6,0,0,0,1,0,1,30,0,4,7,10,5,9.8375870990792,0,5,4,8,8,11.9258230249441,0,15.5,1.4,0.79
1,12,5,12,1,14,2,4,33,7,7,1,0,1,1,1,1,17,0,0,4,3,6,14.2191978715636,0,0,6,13,6,6.097384700231,0,8.9,1.4,-3.12
1,1,1,4,1,1,1,4,19,8,11,1,0,0,1,0,0,27,0,4,8,7,1,7.44343062946025,0,0,5,5,4,5.97436217928554,0,7.6,1.4,0.79
1,1,2,12,1,1,1,2,5,9,3,0,0,0,0,0,1,17,0,0,7,10,3,5.10374229322925,0,5,7,2,0,14.1259201121235,0,7.6,-0.3,0.32
2,1,1,10,1,1,1,14,4,7,1,1,0,0,1,0,0,17,0,0,7,14,1,12.1195813159116,0,0,9,10,0,4.75028992788881,0,12.4,1.4,2.02
1,1,1,17,1,1,1,14,10,6,11,1,0,0,0,0,1,23,0,1,6,8,11,9.07258713392362,0,0,5,8,3,10.4170991412468,0,15.5,1.4,0.79
1,1,1,13,0,1,3,13,1,8,9,0,0,0,1,0,1,26,0,0,6,9,9,5.8786049787207,0,0,9,13,1,16.191694342104,0,7.6,3.7,3.51
1,4,1,7,1,1,2,8,19,9,14,1,0,0,1,0,0,26,0,0,5,11,3,6.3018679414467,0,0,4,6,2,4.33535463280383,1,12.7,0.6,3.51
1,12,1,12,1,1,2,29,11,6,11,1,0,0,1,1,0,29,0,0,7,3,8,10.3068604154113,0,0,6,14,9,15.896276732482,0,12.7,0.3,-3.12
1,1,1,4,1,1,1,5,6,8,9,0,0,0,1,0,0,24,0,0,6,2,0,3.96890651627339,0,0,7,11,3,13.2149897544853,0,7.6,-0.3,0.32
1,12,1,12,1,1,1,1,29,5,9,0,0,0,1,0,1,23,0,0,8,0,7,8.51119931072709,0,0,4,9,6,10.5769239517497,0,9.4,1.4,-3.12
1,12,1,8,1,3,1,8,34,1,5,1,0,0,1,0,0,19,0,1,4,10,8,12.5094090293487,0,2,2,14,1,13.3979551877316,0,9.4,1.4,-4.06
1,8,1,2,1,1,2,25,5,8,5,1,0,0,1,0,0,23,0,5,7,12,10,10.2040789788397,0,0,9,1,8,10.3174531254977,0,13.9,-0.8,0.79
1,12,1,5,1,1,3,17,14,3,10,0,0,1,1,0,1,27,0,4,6,5,6,11.7066981732139,0,0,9,1,4,8.14443701751315,0,8.9,0.5,1.79
1,1,2,16,1,1,4,19,9,14,8,0,0,0,0,0,0,29,0,0,7,4,2,11.665460219151,0,0,8,0,2,14.0145498398143,3,11.1,2.8,-4.06
1,1,1,3,1,1,1,7,26,6,3,1,0,1,1,0,0,19,0,0,7,16,10,15.4025346283577,0,0,10,11,5,8.30116794998234,0,9.4,0.3,2.02
1,15,3,17,1,1,1,9,28,5,13,1,0,0,1,0,0,17,0,4,9,7,4,9.48886613484754,2,3,6,5,3,3.2680748415932,0,7.6,1.4,-3.12
1,1,1,13,1,1,2,6,6,14,3,0,0,0,1,1,1,21,0,0,10,2,5,8.29467500111084,1,0,10,10,2,13.8782641405249,0,7.6,-0.8,2.02
1,8,1,11,1,1,2,8,17,6,6,1,0,0,1,0,0,24,0,2,6,12,6,10.5920409396749,0,0,7,5,3,14.2480955035763,0,16.2,1.4,1.74
